Amount Received,Amount Paid,Payment Format,Year,Month
250.56,388.59,Cash,2023,10
245.96,137.45,Cash,2022,3
204.36,193.03,Bank Transfer,2022,6
298.39,183.96,Cash,2023,10
372.7,350.31,Debit Card,2022,12
210.94,180.7,Cash,2021,3
309.75,213.42,Cash,2023,1
146.95,208.94,Credit Card,2021,12
163.94,477.34,Debit Card,2021,10
118.72,479.2,Cash,2023,6
488.29,432.66,Bank Transfer,2023,8
101.54,280.61,Debit Card,2022,2
171.43,296.03,Credit Card,2022,8
345.15,249.83,Debit Card,2022,3
132.55,284.33,Cash,2021,7
452.76,156.6,Cash,2022,2
387.85,208.39,Cash,2022,12
486.56,174.04,Bank Transfer,2023,4
303.05,452.36,Cash,2021,9
220.16,375.99,Debit Card,2022,2
319.8,153.33,Debit Card,2021,5
472.33,272.16,Bank Transfer,2022,5
308.3,230.26,Credit Card,2023,4
206.88,105.98,Cash,2021,7
450.96,395.77,Bank Transfer,2023,10
248.77,276.08,Bank Transfer,2023,3
100.55,244.66,Debit Card,2022,3
199.07,172.86,Debit Card,2021,9
227.29,295.32,Credit Card,2023,5
443.51,208.66,Credit Card,2021,4
283.4,303.11,Credit Card,2023,2
277.83,200.16,Debit Card,2021,10
234.44,217.06,Bank Transfer,2022,1
452.27,270.07,Cash,2022,4
478.01,344.36,Bank Transfer,2023,11
496.76,437.03,Bank Transfer,2023,4
250.7,211.46,Bank Transfer,2023,12
486.46,230.95,Credit Card,2022,1
416.75,357.87,Credit Card,2022,2
370.28,497.94,Cash,2023,12
197.96,192.31,Cash,2021,3
186.58,188.31,Bank Transfer,2021,5
166.42,428.12,Bank Transfer,2023,2
469.1,419.23,Bank Transfer,2021,9
217.63,231.6,Cash,2021,4
281.24,105.9,Debit Card,2021,10
297.58,271.81,Cash,2023,3
411.27,317.39,Cash,2023,4
437.69,404.06,Cash,2022,7
155.63,364.38,Bank Transfer,2022,2
270.76,368.85,Debit Card,2022,9
437.14,421.35,Bank Transfer,2021,7
427.21,409.95,Cash,2022,1
140.97,289.3,Cash,2022,11
162.55,141.93,Credit Card,2022,7
221.68,425.73,Debit Card,2022,7
130.14,340.71,Debit Card,2021,8
269.87,113.21,Debit Card,2021,1
143.05,415.4,Bank Transfer,2022,9
327.29,257.34,Cash,2023,11
198.62,225.65,Credit Card,2023,2
338.57,306.02,Debit Card,2021,6
147.01,368.62,Bank Transfer,2021,7
490.35,469.94,Debit Card,2023,5
473.02,110.41,Credit Card,2021,11
256.72,221.87,Cash,2022,10
196.87,116.18,Debit Card,2022,12
200.16,437.25,Debit Card,2022,9
293.36,381.42,Debit Card,2023,11
116.0,208.23,Debit Card,2021,5
355.88,407.75,Debit Card,2022,5
263.32,353.35,Debit Card,2021,6
250.96,364.05,Debit Card,2021,11
423.75,400.17,Cash,2023,3
383.61,164.39,Debit Card,2022,3
481.73,340.18,Bank Transfer,2021,6
240.77,307.06,Debit Card,2022,12
459.02,236.19,Debit Card,2022,12
407.99,392.25,Credit Card,2022,7
242.97,273.7,Credit Card,2022,7
348.67,288.03,Credit Card,2023,10
215.43,183.69,Cash,2021,4
449.76,395.58,Cash,2022,4
144.97,104.24,Credit Card,2023,7
184.97,298.89,Cash,2023,7
173.21,315.06,Bank Transfer,2022,4
261.21,207.03,Credit Card,2022,1
398.09,167.41,Debit Card,2022,8
310.76,239.18,Debit Card,2022,8
295.07,142.35,Debit Card,2022,12
100.22,388.47,Credit Card,2022,1
270.16,332.45,Debit Card,2023,1
125.42,116.71,Debit Card,2023,11
183.3,481.53,Cash,2023,4
472.96,408.7,Cash,2023,12
186.16,489.76,Credit Card,2021,9
443.34,357.11,Bank Transfer,2022,11
421.16,476.85,Debit Card,2023,10
163.66,421.26,Credit Card,2021,3
342.28,223.47,Bank Transfer,2021,5
146.26,401.66,Credit Card,2021,1
391.16,148.64,Bank Transfer,2021,6
354.98,302.54,Credit Card,2023,1
424.78,463.51,Cash,2023,6
291.75,309.85,Credit Card,2021,6
465.95,478.68,Bank Transfer,2023,5
119.74,252.71,Credit Card,2023,1
217.16,309.66,Cash,2023,1
386.02,327.8,Bank Transfer,2022,11
267.24,484.2,Cash,2021,4
169.18,383.07,Cash,2022,9
142.88,337.93,Credit Card,2023,1
426.94,126.28,Debit Card,2022,6
289.26,189.22,Credit Card,2022,12
452.91,149.35,Debit Card,2022,7
393.32,304.46,Bank Transfer,2023,9
263.89,496.33,Credit Card,2021,4
249.4,435.02,Bank Transfer,2022,4
306.26,295.53,Credit Card,2023,12
455.62,305.76,Credit Card,2021,6
394.91,116.52,Debit Card,2022,10
102.06,434.12,Cash,2022,12
377.66,252.73,Debit Card,2022,1
467.8,111.06,Debit Card,2021,11
384.18,469.72,Bank Transfer,2021,4
170.8,275.95,Bank Transfer,2022,11
293.41,369.83,Credit Card,2023,7
156.13,316.02,Cash,2021,10
243.6,415.86,Debit Card,2022,8
474.85,484.95,Cash,2023,5
469.32,348.39,Credit Card,2021,12
213.13,146.77,Cash,2021,5
235.85,335.29,Debit Card,2023,5
340.09,112.68,Bank Transfer,2021,6
485.28,237.94,Cash,2021,10
159.12,129.6,Bank Transfer,2022,11
202.77,214.28,Cash,2023,1
449.42,459.49,Cash,2023,6
296.76,184.74,Debit Card,2021,5
459.58,413.0,Debit Card,2021,9
174.21,258.56,Credit Card,2021,11
313.07,247.68,Debit Card,2023,8
230.51,437.76,Debit Card,2023,12
226.62,265.07,Credit Card,2023,6
278.75,492.96,Cash,2022,11
273.23,179.54,Credit Card,2023,6
242.94,451.8,Credit Card,2022,9
465.99,208.43,Bank Transfer,2023,10
392.7,322.13,Bank Transfer,2023,3
391.02,147.93,Debit Card,2022,12
215.97,118.75,Credit Card,2022,12
331.08,249.11,Credit Card,2023,4
411.67,171.71,Credit Card,2021,1
418.24,295.28,Debit Card,2023,9
237.81,197.2,Credit Card,2023,4
408.35,115.55,Bank Transfer,2023,8
394.36,387.32,Bank Transfer,2023,6
156.6,233.52,Bank Transfer,2022,12
446.38,168.92,Credit Card,2021,10
276.53,479.19,Bank Transfer,2023,1
294.56,295.42,Debit Card,2023,12
279.35,325.18,Cash,2022,12
327.14,484.89,Credit Card,2023,5
348.47,147.26,Cash,2023,1
299.27,172.91,Cash,2022,3
446.72,384.08,Cash,2022,10
351.09,324.32,Cash,2021,5
260.57,266.11,Bank Transfer,2023,11
266.68,144.86,Bank Transfer,2022,7
424.34,333.58,Debit Card,2021,10
239.28,276.58,Credit Card,2023,5
184.58,368.43,Cash,2021,6
123.75,220.17,Debit Card,2021,11
450.41,261.0,Bank Transfer,2022,1
467.42,223.21,Cash,2022,10
148.05,180.37,Bank Transfer,2022,8
233.79,303.21,Debit Card,2023,1
170.15,431.66,Debit Card,2021,8
146.36,113.77,Debit Card,2021,1
459.95,294.15,Credit Card,2023,5
122.75,400.84,Debit Card,2021,12
492.19,353.62,Bank Transfer,2023,11
138.58,497.21,Bank Transfer,2021,9
445.39,122.9,Debit Card,2023,2
326.6,164.7,Bank Transfer,2022,12
247.17,227.87,Debit Card,2021,9
236.94,102.49,Cash,2021,6
402.95,307.79,Bank Transfer,2023,3
225.83,356.25,Debit Card,2022,3
362.93,267.49,Debit Card,2023,8
306.93,266.94,Debit Card,2022,4
293.99,450.91,Cash,2021,1
460.46,344.76,Debit Card,2022,6
321.86,205.4,Bank Transfer,2022,3
430.74,227.86,Debit Card,2021,6
390.23,180.33,Debit Card,2022,11
115.42,205.86,Debit Card,2022,2
409.24,368.06,Debit Card,2021,10
186.75,355.11,Bank Transfer,2021,1
461.26,204.66,Debit Card,2023,1
117.17,315.89,Cash,2022,8
233.23,444.25,Cash,2022,4
139.89,207.35,Cash,2022,5
290.24,109.96,Cash,2023,7
428.01,210.43,Cash,2023,7
219.27,476.29,Cash,2022,1
160.37,108.2,Cash,2022,10
232.11,148.62,Bank Transfer,2023,9
425.55,169.49,Credit Card,2021,4
156.15,382.52,Bank Transfer,2022,5
190.94,491.47,Credit Card,2023,9
127.54,335.32,Cash,2021,6
382.28,135.4,Debit Card,2022,6
258.09,283.2,Bank Transfer,2022,8
224.34,413.23,Bank Transfer,2023,7
387.45,171.64,Debit Card,2023,6
234.39,218.34,Bank Transfer,2021,6
391.11,367.03,Credit Card,2022,12
426.08,227.13,Cash,2023,9
187.07,391.54,Cash,2022,5
489.53,418.06,Cash,2022,8
164.94,432.31,Bank Transfer,2022,5
216.34,320.51,Bank Transfer,2022,11
171.92,251.52,Credit Card,2023,10
238.2,347.39,Bank Transfer,2022,12
292.02,174.51,Cash,2023,8
308.87,181.83,Bank Transfer,2022,3
441.44,427.48,Credit Card,2022,5
455.78,426.91,Bank Transfer,2021,3
188.04,262.75,Cash,2021,10
349.16,286.96,Debit Card,2022,12
144.6,271.9,Bank Transfer,2021,3
283.59,280.95,Credit Card,2022,5
228.93,191.12,Bank Transfer,2023,11
226.6,187.32,Cash,2022,8
293.03,433.11,Bank Transfer,2022,11
391.93,366.83,Bank Transfer,2023,9
127.67,490.31,Debit Card,2022,7
451.67,164.09,Credit Card,2022,1
393.93,469.38,Bank Transfer,2021,9
170.6,406.23,Debit Card,2022,6
475.66,311.03,Cash,2021,6
302.52,361.3,Debit Card,2021,9
499.92,435.05,Debit Card,2021,8
178.9,311.05,Bank Transfer,2023,12
313.96,358.95,Bank Transfer,2022,1
216.1,490.71,Bank Transfer,2022,4
221.67,388.12,Bank Transfer,2022,11
336.43,131.39,Cash,2022,10
468.69,386.72,Debit Card,2022,1
422.11,489.55,Debit Card,2021,4
389.58,256.29,Bank Transfer,2022,1
323.67,117.37,Bank Transfer,2021,7
468.92,390.93,Bank Transfer,2022,1
296.94,223.66,Cash,2022,7
449.53,467.17,Credit Card,2021,1
433.59,173.02,Bank Transfer,2022,4
185.53,250.67,Credit Card,2021,10
408.49,109.47,Credit Card,2023,3
104.87,275.48,Credit Card,2023,2
229.13,176.0,Debit Card,2022,7
191.83,338.84,Bank Transfer,2022,12
302.75,398.47,Bank Transfer,2021,9
394.74,211.94,Bank Transfer,2023,12
139.07,153.49,Bank Transfer,2021,6
305.97,147.9,Bank Transfer,2023,3
475.36,201.89,Credit Card,2021,12
191.46,431.37,Debit Card,2022,6
370.86,273.23,Cash,2021,3
337.15,177.19,Credit Card,2023,5
104.03,213.45,Debit Card,2023,8
290.33,239.97,Credit Card,2023,11
383.51,181.58,Credit Card,2021,4
117.59,315.81,Bank Transfer,2021,12
451.81,327.79,Credit Card,2022,10
308.03,411.83,Credit Card,2022,4
112.26,378.21,Cash,2023,7
189.77,198.32,Credit Card,2021,5
481.47,163.0,Debit Card,2021,6
332.93,461.55,Bank Transfer,2023,8
142.99,430.25,Credit Card,2021,12
215.02,102.98,Bank Transfer,2023,12
282.68,109.37,Debit Card,2023,1
108.38,295.53,Credit Card,2022,9
264.65,435.34,Bank Transfer,2023,3
295.78,470.14,Debit Card,2021,12
197.47,177.58,Credit Card,2021,1
335.46,423.74,Credit Card,2022,4
401.3,266.4,Credit Card,2021,12
194.33,360.79,Bank Transfer,2022,6
348.2,226.22,Debit Card,2021,7
355.85,150.39,Debit Card,2023,1
479.42,383.02,Credit Card,2021,6
411.31,223.23,Cash,2021,2
439.34,111.89,Credit Card,2021,11
296.17,486.72,Credit Card,2023,1
174.14,271.52,Cash,2021,3
498.33,139.72,Debit Card,2023,6
151.74,424.97,Credit Card,2023,1
288.58,439.44,Cash,2023,12
127.24,220.54,Debit Card,2022,7
477.54,373.11,Cash,2021,11
485.97,148.09,Credit Card,2023,8
387.76,254.83,Debit Card,2021,3
240.0,188.61,Bank Transfer,2023,3
201.75,198.23,Bank Transfer,2023,8
206.12,485.91,Cash,2023,7
150.92,113.87,Cash,2021,2
310.32,320.29,Credit Card,2022,12
156.73,354.56,Credit Card,2021,5
226.69,233.54,Debit Card,2021,8
350.68,197.21,Bank Transfer,2022,2
391.02,418.56,Credit Card,2021,6
109.71,168.41,Credit Card,2023,10
272.05,360.22,Cash,2022,9
360.85,499.92,Cash,2023,10
441.3,435.12,Cash,2022,2
290.13,269.49,Debit Card,2021,6
487.68,372.68,Debit Card,2021,11
206.25,335.39,Debit Card,2022,8
105.4,360.84,Bank Transfer,2022,12
293.5,224.57,Cash,2022,7
202.45,301.99,Credit Card,2023,6
429.49,130.58,Debit Card,2022,5
193.11,192.79,Bank Transfer,2021,1
224.25,259.9,Debit Card,2021,5
416.49,162.69,Cash,2021,3
386.06,163.8,Credit Card,2023,2
323.22,171.31,Bank Transfer,2022,9
381.98,320.61,Bank Transfer,2021,3
267.45,280.97,Cash,2021,10
102.12,348.82,Bank Transfer,2021,10
104.54,492.4,Credit Card,2021,9
304.49,342.79,Cash,2022,3
133.32,190.11,Credit Card,2022,2
120.43,206.16,Debit Card,2021,12
486.21,178.97,Debit Card,2021,6
443.6,410.73,Credit Card,2022,12
160.81,298.72,Bank Transfer,2021,10
100.27,145.44,Debit Card,2023,2
476.67,449.49,Credit Card,2021,5
211.33,258.28,Credit Card,2021,2
174.36,343.84,Cash,2021,12
376.6,489.85,Cash,2022,1
143.56,333.44,Credit Card,2021,8
205.86,303.23,Cash,2021,4
490.04,463.13,Credit Card,2021,12
355.79,458.19,Cash,2022,6
308.27,282.34,Debit Card,2022,7
259.17,373.03,Debit Card,2022,6
409.8,371.12,Cash,2022,7
156.38,218.58,Credit Card,2021,1
486.94,165.31,Credit Card,2023,11
444.45,327.52,Bank Transfer,2023,1
347.06,114.43,Cash,2023,4
117.16,429.16,Bank Transfer,2021,11
380.34,404.25,Debit Card,2023,8
465.31,383.53,Cash,2021,11
309.83,471.26,Cash,2023,1
241.69,483.2,Debit Card,2022,9
148.11,286.89,Debit Card,2022,6
401.96,369.93,Debit Card,2023,6
454.01,489.83,Credit Card,2023,5
140.1,441.38,Debit Card,2021,10
403.59,361.65,Debit Card,2023,11
106.82,275.8,Bank Transfer,2022,7
486.82,397.02,Bank Transfer,2023,10
346.02,123.4,Cash,2022,10
320.98,109.27,Debit Card,2023,3
218.38,401.45,Cash,2023,6
471.72,151.81,Credit Card,2023,1
206.36,424.75,Cash,2021,11
431.26,257.79,Debit Card,2021,9
494.04,480.61,Cash,2023,4
413.36,125.59,Debit Card,2021,3
307.6,301.15,Credit Card,2023,7
126.43,207.92,Debit Card,2021,11
288.97,140.43,Cash,2023,9
275.3,316.46,Cash,2023,8
181.12,102.51,Cash,2021,7
269.44,184.09,Bank Transfer,2023,7
243.1,280.72,Credit Card,2021,12
165.47,238.47,Credit Card,2023,4
276.55,445.27,Bank Transfer,2023,2
205.12,214.36,Credit Card,2023,12
308.82,228.85,Credit Card,2023,5
114.06,464.3,Debit Card,2023,11
462.49,168.59,Debit Card,2023,7
426.55,349.83,Bank Transfer,2021,12
321.03,258.35,Bank Transfer,2022,8
440.72,126.06,Credit Card,2023,4
484.96,418.77,Credit Card,2022,5
144.21,499.24,Debit Card,2022,9
352.33,268.98,Bank Transfer,2022,9
499.2,339.32,Credit Card,2021,1
495.16,434.84,Debit Card,2022,8
341.33,414.3,Bank Transfer,2023,2
151.21,302.02,Credit Card,2022,9
333.28,213.68,Credit Card,2023,10
100.83,200.74,Debit Card,2023,2
179.56,447.7,Bank Transfer,2021,9
482.45,130.7,Bank Transfer,2022,7
232.18,336.13,Bank Transfer,2021,2
355.36,295.65,Debit Card,2023,12
212.34,296.69,Credit Card,2022,2
479.13,421.95,Bank Transfer,2023,3
391.42,160.82,Debit Card,2023,4
231.86,495.41,Cash,2023,1
416.7,225.83,Bank Transfer,2021,8
143.27,430.41,Debit Card,2021,7
256.93,166.67,Bank Transfer,2022,1
188.49,403.76,Credit Card,2022,4
373.49,370.26,Credit Card,2021,6
140.98,418.03,Bank Transfer,2021,4
258.81,499.66,Bank Transfer,2021,4
210.66,373.35,Debit Card,2023,12
302.54,306.31,Cash,2023,8
239.96,379.47,Debit Card,2022,1
382.56,403.37,Bank Transfer,2022,4
109.83,284.17,Credit Card,2022,8
353.59,191.55,Debit Card,2023,9
192.23,187.23,Credit Card,2022,7
207.48,108.75,Bank Transfer,2023,3
420.1,403.4,Cash,2023,6
482.23,239.82,Credit Card,2021,6
226.62,403.44,Cash,2022,5
430.72,152.09,Credit Card,2021,8
141.6,368.89,Debit Card,2023,8
353.59,117.21,Bank Transfer,2023,4
400.41,337.5,Debit Card,2022,12
162.39,110.31,Debit Card,2023,9
270.4,378.95,Credit Card,2022,8
457.08,416.79,Cash,2021,3
141.43,264.96,Bank Transfer,2023,4
107.24,242.44,Credit Card,2022,9
336.23,192.85,Credit Card,2022,2
274.21,441.55,Debit Card,2021,2
419.48,286.98,Debit Card,2021,4
469.38,402.48,Credit Card,2023,6
219.66,347.94,Cash,2022,12
255.36,158.32,Credit Card,2021,10
294.51,168.06,Bank Transfer,2022,1
335.26,204.9,Credit Card,2021,12
493.54,443.27,Debit Card,2021,9
378.93,229.58,Debit Card,2022,9
255.82,455.58,Cash,2023,6
205.51,351.91,Credit Card,2022,5
477.85,383.32,Debit Card,2021,2
154.22,212.19,Cash,2023,8
388.11,119.28,Cash,2022,11
470.16,281.56,Cash,2021,2
365.87,356.24,Bank Transfer,2021,8
269.22,234.09,Cash,2022,10
179.6,481.09,Credit Card,2021,2
246.99,355.52,Bank Transfer,2022,1
382.75,497.47,Bank Transfer,2022,6
359.81,420.52,Credit Card,2021,10
471.19,304.11,Debit Card,2023,8
446.74,165.73,Debit Card,2021,5
426.46,359.97,Debit Card,2023,8
464.58,160.49,Cash,2022,9
210.53,262.28,Credit Card,2023,11
247.81,297.43,Credit Card,2021,12
251.96,297.87,Bank Transfer,2021,6
324.18,199.13,Cash,2022,3
367.29,109.2,Bank Transfer,2023,6
214.69,321.31,Debit Card,2021,12
107.78,280.7,Bank Transfer,2022,3
259.69,125.53,Debit Card,2023,1
223.41,307.04,Bank Transfer,2023,3
476.87,146.0,Debit Card,2022,1
455.31,496.73,Credit Card,2022,2
444.12,396.02,Bank Transfer,2023,11
361.2,245.53,Cash,2022,12
237.72,435.89,Debit Card,2021,5
319.54,140.87,Credit Card,2023,4
426.09,451.11,Debit Card,2023,3
139.44,363.55,Credit Card,2023,10
420.43,132.64,Credit Card,2023,6
116.47,274.98,Bank Transfer,2021,6
426.57,338.7,Cash,2023,5
423.03,349.49,Cash,2023,11
120.4,394.8,Debit Card,2023,12
350.86,363.65,Credit Card,2023,6
300.98,357.48,Credit Card,2021,8
167.93,428.18,Debit Card,2022,10
159.35,108.22,Cash,2021,1
409.3,483.89,Bank Transfer,2022,8
327.08,272.1,Debit Card,2022,3
493.2,213.76,Cash,2023,2
492.9,295.85,Debit Card,2023,5
497.07,476.12,Credit Card,2023,8
147.45,467.56,Credit Card,2022,1
475.3,427.09,Bank Transfer,2021,7
197.83,189.3,Cash,2022,7
283.28,214.39,Bank Transfer,2023,7
402.96,431.61,Credit Card,2021,8
181.45,360.88,Debit Card,2022,11
326.52,198.38,Cash,2022,12
174.33,447.65,Debit Card,2022,11
141.89,461.65,Debit Card,2021,6
146.62,353.97,Debit Card,2023,9
243.06,493.85,Debit Card,2021,4
101.86,320.61,Credit Card,2022,8
269.94,443.26,Bank Transfer,2022,1
365.68,221.29,Cash,2021,7
260.68,480.83,Bank Transfer,2021,2
134.32,244.86,Bank Transfer,2021,10
125.08,139.82,Cash,2023,2
211.25,162.05,Debit Card,2021,3
167.73,353.38,Credit Card,2021,1
486.04,402.87,Debit Card,2021,7
160.49,121.89,Cash,2022,11
422.18,287.81,Credit Card,2021,1
334.44,413.68,Bank Transfer,2023,7
327.71,310.79,Debit Card,2023,8
304.83,267.55,Debit Card,2021,12
488.71,170.78,Bank Transfer,2021,1
245.54,145.46,Credit Card,2023,2
415.17,233.22,Credit Card,2021,9
322.12,213.98,Cash,2023,10
258.25,247.09,Cash,2021,11
482.19,130.47,Bank Transfer,2023,10
339.33,190.41,Bank Transfer,2022,8
147.57,306.13,Bank Transfer,2023,11
267.02,496.65,Debit Card,2021,9
412.63,266.31,Debit Card,2022,4
377.5,265.24,Cash,2021,8
466.54,213.65,Cash,2021,7
203.75,323.09,Debit Card,2022,9
403.28,443.95,Cash,2023,7
283.95,367.75,Bank Transfer,2022,11
329.44,499.47,Debit Card,2021,12
482.02,478.11,Bank Transfer,2021,2
491.71,437.34,Bank Transfer,2022,3
444.64,116.7,Bank Transfer,2022,12
243.64,401.91,Bank Transfer,2022,4
455.08,346.35,Credit Card,2022,11
355.44,398.33,Cash,2021,1
272.0,490.98,Bank Transfer,2022,9
114.3,188.19,Bank Transfer,2022,7
408.05,244.55,Cash,2023,1
300.84,321.04,Debit Card,2022,9
414.48,234.43,Credit Card,2021,1
399.21,445.85,Debit Card,2023,1
417.43,317.01,Cash,2023,9
220.26,102.1,Credit Card,2022,1
420.32,464.4,Debit Card,2023,7
319.54,308.88,Debit Card,2021,2
289.33,374.41,Cash,2022,4
370.05,303.49,Cash,2023,1
108.54,345.64,Cash,2023,4
140.93,492.4,Bank Transfer,2023,2
216.87,276.72,Bank Transfer,2023,11
493.2,379.19,Bank Transfer,2022,7
155.9,443.77,Cash,2023,11
232.24,141.8,Cash,2022,6
120.42,332.54,Credit Card,2022,2
232.51,283.43,Bank Transfer,2022,1
228.13,496.87,Cash,2021,11
478.72,474.79,Debit Card,2023,2
438.06,174.48,Bank Transfer,2023,7
253.11,139.04,Credit Card,2023,8
109.91,281.46,Debit Card,2021,5
432.41,107.66,Cash,2021,4
364.21,298.79,Cash,2022,1
160.95,395.38,Bank Transfer,2021,10
498.43,453.31,Debit Card,2023,8
140.09,485.3,Credit Card,2022,1
446.85,466.75,Credit Card,2022,4
217.71,465.58,Cash,2022,8
274.14,233.95,Cash,2021,10
418.18,254.63,Bank Transfer,2022,6
371.0,425.69,Bank Transfer,2022,9
475.15,286.86,Debit Card,2021,8
348.46,160.22,Credit Card,2021,1
139.12,281.71,Credit Card,2021,6
453.74,247.97,Bank Transfer,2022,4
407.66,134.13,Debit Card,2021,5
384.75,240.17,Credit Card,2023,2
121.49,483.69,Cash,2022,4
258.49,470.59,Credit Card,2022,2
166.97,487.66,Bank Transfer,2021,4
428.76,328.67,Bank Transfer,2022,12
380.21,142.36,Debit Card,2022,12
453.23,190.8,Debit Card,2022,10
486.63,174.55,Cash,2021,9
409.9,175.46,Cash,2023,2
497.69,455.34,Debit Card,2022,10
345.91,181.61,Credit Card,2021,5
114.85,251.59,Bank Transfer,2021,11
105.7,137.23,Cash,2023,3
236.84,114.6,Cash,2023,3
429.39,479.14,Credit Card,2023,11
446.45,404.97,Credit Card,2023,9
484.33,273.96,Credit Card,2023,4
126.05,167.53,Debit Card,2021,5
117.83,492.16,Cash,2023,11
465.31,273.67,Bank Transfer,2021,6
222.02,317.82,Credit Card,2023,8
323.19,130.17,Cash,2023,9
492.98,211.82,Cash,2023,11
260.18,204.93,Debit Card,2023,9
366.35,155.61,Cash,2023,6
260.35,457.67,Credit Card,2022,5
407.28,177.53,Debit Card,2023,12
311.09,112.32,Bank Transfer,2023,10
195.01,494.34,Bank Transfer,2023,1
208.52,475.83,Debit Card,2023,8
203.22,389.18,Debit Card,2022,12
312.93,436.58,Cash,2022,7
381.28,162.5,Credit Card,2023,1
479.71,131.99,Credit Card,2021,8
377.63,445.69,Credit Card,2022,3
412.48,243.39,Cash,2021,5
167.57,229.11,Cash,2023,8
249.63,375.48,Cash,2021,3
265.51,402.82,Bank Transfer,2022,3
374.55,345.47,Cash,2022,6
218.36,138.12,Bank Transfer,2023,6
221.32,246.11,Cash,2021,6
242.36,105.26,Cash,2022,3
424.12,138.98,Debit Card,2022,1
331.04,391.35,Bank Transfer,2021,9
130.11,209.04,Debit Card,2023,11
131.3,163.85,Debit Card,2023,7
248.51,492.18,Debit Card,2023,9
406.64,428.14,Bank Transfer,2021,6
375.47,372.86,Bank Transfer,2021,4
383.19,230.24,Debit Card,2021,12
406.88,167.11,Cash,2021,12
214.86,426.44,Credit Card,2023,9
319.3,470.62,Credit Card,2023,7
317.34,445.48,Credit Card,2023,1
395.85,201.05,Bank Transfer,2021,2
482.75,135.67,Bank Transfer,2022,2
211.2,301.68,Cash,2023,4
417.31,409.25,Credit Card,2023,8
363.99,492.66,Credit Card,2023,6
332.1,466.35,Bank Transfer,2022,1
409.95,112.8,Cash,2023,8
477.61,108.83,Credit Card,2021,12
114.68,352.69,Debit Card,2022,9
158.96,151.12,Credit Card,2022,8
402.51,342.95,Bank Transfer,2023,5
